SIZE 10X18
01,01,01,01,01,01,01,01,01,01
01,02,02,02,02,02,02,02,02,02
01,02,03,03,03,03,03,03,03,03
01,02,03,04,04,04,04,04,04,04
01,02,03,04,05,05,05,05,05,05
01,02,03,04,05,06,06,06,06,06
01,02,03,04,05,06,07,07,07,07
01,02,03,04,05,06,07,08,08,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
01,02,03,04,05,06,07,08,09,08
