SIZE 18X18
07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,10,10,10
07,01,01,01,01,01,01,01,01,01,01,01,01,01,07,08,08,10
07,07,07,07,07,07,07,02,05,05,05,05,06,06,07,07,08,10
17,17,17,18,18,15,07,02,04,04,04,05,05,06,06,07,08,10
17,10,09,18,09,15,07,02,03,03,04,04,05,05,06,06,08,10
17,10,09,18,09,15,07,02,04,03,03,04,04,05,05,06,08,10
17,10,09,18,09,15,07,02,04,04,03,03,04,04,05,06,08,10
17,10,09,18,09,15,07,02,05,04,04,03,03,04,05,06,08,10
17,10,09,18,09,15,07,02,05,05,04,04,04,04,05,06,08,10
17,10,09,18,09,15,07,02,06,05,05,05,05,05,05,06,08,10
17,10,09,18,09,15,07,02,06,06,06,06,06,06,06,06,08,10
17,10,09,18,09,15,07,02,08,08,08,08,08,08,08,08,08,10
17,10,09,18,09,15,07,02,08,11,11,11,11,11,11,11,11,10
17,10,09,18,09,15,07,02,08,11,10,10,10,10,10,10,10,10
17,10,09,18,09,15,07,02,08,11,10,13,13,13,13,13,13,13
17,10,09,09,09,15,07,02,08,11,10,14,14,14,14,14,14,13
17,10,12,12,12,15,08,08,08,11,10,14,16,16,16,16,14,13
17,10,10,10,10,10,10,10,10,10,10,14,14,14,14,16,16,16
